MoldingMachine_57,Timestamp_0,_3,9433.11
MoldingMachine_57,Timestamp_0,_4,1022.96
MoldingMachine_57,Timestamp_0,_13,18.17
MoldingMachine_57,Timestamp_0,_103,39.88
MoldingMachine_57,Timestamp_0,_105,0.5
MoldingMachine_57,Timestamp_0,_106,1.32
MoldingMachine_57,Timestamp_0,_107,45.0
MoldingMachine_57,Timestamp_0,_108,42.86
MoldingMachine_57,Timestamp_0,_109,54.99
MoldingMachine_57,Timestamp_0,_110,48.21
MoldingMachine_57,Timestamp_0,_111,30.82
MoldingMachine_57,Timestamp_0,_112,81.06
MoldingMachine_57,Timestamp_0,_14,51.47
MoldingMachine_57,Timestamp_0,_113,28.76
MoldingMachine_57,Timestamp_0,_114,91.2
MoldingMachine_57,Timestamp_0,_115,43.14
MoldingMachine_57,Timestamp_0,_116,7.66
MoldingMachine_57,Timestamp_0,_117,78.09
MoldingMachine_57,Timestamp_0,_118,63.7
MoldingMachine_57,Timestamp_0,_119,81.88
MoldingMachine_57,Timestamp_0,_15,0.96
MoldingMachine_57,Timestamp_0,_16,15.46
MoldingMachine_57,Timestamp_0,_17,0.98
MoldingMachine_57,Timestamp_0,_18,0.04
MoldingMachine_57,Timestamp_0,_19,55.21
MoldingMachine_57,Timestamp_0,_20,0.01
MoldingMachine_57,Timestamp_0,_21,-0.0
MoldingMachine_57,Timestamp_0,_22,26.32
MoldingMachine_57,Timestamp_0,_5,424.68
MoldingMachine_57,Timestamp_0,_23,28.09
MoldingMachine_57,Timestamp_0,_24,41.57
MoldingMachine_57,Timestamp_0,_25,1.1
MoldingMachine_57,Timestamp_0,_26,5.16
MoldingMachine_57,Timestamp_0,_27,0.56
MoldingMachine_57,Timestamp_0,_28,1.33
MoldingMachine_57,Timestamp_0,_29,0.45
MoldingMachine_57,Timestamp_0,_30,0.09
MoldingMachine_57,Timestamp_0,_31,1.2
MoldingMachine_57,Timestamp_0,_32,272.0
MoldingMachine_57,Timestamp_0,_6,3276.0
MoldingMachine_57,Timestamp_0,_33,262.82
MoldingMachine_57,Timestamp_0,_34,254.79
MoldingMachine_57,Timestamp_0,_35,261.37
MoldingMachine_57,Timestamp_0,_36,39.41
MoldingMachine_57,Timestamp_0,_37,25.63
MoldingMachine_57,Timestamp_0,_38,33.18
MoldingMachine_57,Timestamp_0,_39,17.55
MoldingMachine_57,Timestamp_0,_40,0.0
MoldingMachine_57,Timestamp_0,_41,98.13
MoldingMachine_57,Timestamp_0,_42,94.23
MoldingMachine_57,Timestamp_0,_7,0.73
MoldingMachine_57,Timestamp_0,_43,85.07
MoldingMachine_57,Timestamp_0,_44,75.94
MoldingMachine_57,Timestamp_0,_45,6.98
MoldingMachine_57,Timestamp_0,_46,1543.15
MoldingMachine_57,Timestamp_0,_47,1593.55
MoldingMachine_57,Timestamp_0,_48,48.71
MoldingMachine_57,Timestamp_0,_49,654.91
MoldingMachine_57,Timestamp_0,_50,71.6
MoldingMachine_57,Timestamp_0,_51,8.15
MoldingMachine_57,Timestamp_0,_52,47.39
MoldingMachine_57,Timestamp_0,_8,-0.91
MoldingMachine_57,Timestamp_0,_53,9.0
MoldingMachine_57,Timestamp_0,_54,7.5
MoldingMachine_57,Timestamp_0,_55,19.91
MoldingMachine_57,Timestamp_0,_56,33.9
MoldingMachine_57,Timestamp_0,_57,56.17
MoldingMachine_57,Timestamp_0,_58,85.36
MoldingMachine_57,Timestamp_0,_59,10.17
MoldingMachine_57,Timestamp_0,_60,66.83
MoldingMachine_57,Timestamp_0,_61,91.93
MoldingMachine_57,Timestamp_0,_62,2.88
MoldingMachine_57,Timestamp_0,_9,-0.0
MoldingMachine_57,Timestamp_0,_63,86.55
MoldingMachine_57,Timestamp_0,_64,82.82
MoldingMachine_57,Timestamp_0,_65,3.1
MoldingMachine_57,Timestamp_0,_66,2110.7
MoldingMachine_57,Timestamp_0,_67,736.75
MoldingMachine_57,Timestamp_0,_68,16.07
MoldingMachine_57,Timestamp_0,_69,78.03
MoldingMachine_57,Timestamp_0,_70,165.0
MoldingMachine_57,Timestamp_0,_71,33.71
MoldingMachine_57,Timestamp_0,_72,79.17
MoldingMachine_57,Timestamp_0,_10,11.98
MoldingMachine_57,Timestamp_0,_73,19.6
MoldingMachine_57,Timestamp_0,_74,33.31
MoldingMachine_57,Timestamp_0,_75,5.9
MoldingMachine_57,Timestamp_0,_76,31.18
MoldingMachine_57,Timestamp_0,_77,1335.75
MoldingMachine_57,Timestamp_0,_78,0.0
MoldingMachine_57,Timestamp_0,_79,2.37
MoldingMachine_57,Timestamp_0,_80,0.24
MoldingMachine_57,Timestamp_0,_81,20.71
MoldingMachine_57,Timestamp_0,_82,1.22
MoldingMachine_57,Timestamp_0,_11,17.2
MoldingMachine_57,Timestamp_0,_83,0.0
MoldingMachine_57,Timestamp_0,_84,53.93
MoldingMachine_57,Timestamp_0,_85,15.81
MoldingMachine_57,Timestamp_0,_86,36.57
MoldingMachine_57,Timestamp_0,_87,0.0
MoldingMachine_57,Timestamp_0,_88,33.79
MoldingMachine_57,Timestamp_0,_89,250.16
MoldingMachine_57,Timestamp_0,_90,1208.47
MoldingMachine_57,Timestamp_0,_91,42.95
MoldingMachine_57,Timestamp_0,_92,76.69
MoldingMachine_57,Timestamp_0,_12,16.64
MoldingMachine_57,Timestamp_0,_93,47.37
MoldingMachine_57,Timestamp_0,_94,75.7
MoldingMachine_57,Timestamp_0,_95,84.57
MoldingMachine_57,Timestamp_0,_96,16.01
MoldingMachine_57,Timestamp_0,_97,12.62
MoldingMachine_57,Timestamp_0,_98,838.12
MoldingMachine_57,Timestamp_0,_99,3254.78
MoldingMachine_57,Timestamp_0,_100,6.12
MoldingMachine_57,Timestamp_0,_101,1400.0
MoldingMachine_57,Timestamp_0,_102,-0.09
MoldingMachine_57,Timestamp_1,_3,9500.11
MoldingMachine_57,Timestamp_1,_4,1042.57
MoldingMachine_57,Timestamp_1,_5,581.18
MoldingMachine_57,Timestamp_1,_6,3276.0
MoldingMachine_57,Timestamp_1,_7,0.86
MoldingMachine_57,Timestamp_1,_8,238.68
MoldingMachine_57,Timestamp_1,_9,0.0
MoldingMachine_57,Timestamp_1,_10,9.69
MoldingMachine_57,Timestamp_1,_11,13.81
MoldingMachine_57,Timestamp_1,_12,3.72
MoldingMachine_57,Timestamp_1,_13,9.57
MoldingMachine_57,Timestamp_1,_14,51.47
MoldingMachine_57,Timestamp_1,_15,1.01
MoldingMachine_57,Timestamp_1,_16,15.46
MoldingMachine_57,Timestamp_1,_17,1.01
MoldingMachine_57,Timestamp_1,_18,0.07
MoldingMachine_57,Timestamp_1,_19,55.21
MoldingMachine_57,Timestamp_1,_20,0.02
MoldingMachine_57,Timestamp_1,_21,-0.05
MoldingMachine_57,Timestamp_1,_22,26.32
MoldingMachine_57,Timestamp_1,_23,28.09
MoldingMachine_57,Timestamp_1,_24,41.57
MoldingMachine_57,Timestamp_1,_25,1.1
MoldingMachine_57,Timestamp_1,_26,5.16
MoldingMachine_57,Timestamp_1,_27,0.54
MoldingMachine_57,Timestamp_1,_28,1.33
MoldingMachine_57,Timestamp_1,_29,0.46
MoldingMachine_57,Timestamp_1,_30,0.09
MoldingMachine_57,Timestamp_1,_31,1.2
MoldingMachine_57,Timestamp_1,_32,272.0
MoldingMachine_57,Timestamp_1,_33,263.05
MoldingMachine_57,Timestamp_1,_34,254.99
MoldingMachine_57,Timestamp_1,_35,260.0
MoldingMachine_57,Timestamp_1,_36,17.31
MoldingMachine_57,Timestamp_1,_37,18.41
MoldingMachine_57,Timestamp_1,_38,2.46
MoldingMachine_57,Timestamp_1,_39,17.55
MoldingMachine_57,Timestamp_1,_40,0.0
MoldingMachine_57,Timestamp_1,_41,98.13
MoldingMachine_57,Timestamp_1,_42,94.23
MoldingMachine_57,Timestamp_1,_43,85.07
MoldingMachine_57,Timestamp_1,_44,75.94
MoldingMachine_57,Timestamp_1,_45,6.98
MoldingMachine_57,Timestamp_1,_46,1552.27
MoldingMachine_57,Timestamp_1,_47,1630.7
MoldingMachine_57,Timestamp_1,_48,48.71
MoldingMachine_57,Timestamp_1,_49,684.91
MoldingMachine_57,Timestamp_1,_50,71.6
MoldingMachine_57,Timestamp_1,_51,8.15
MoldingMachine_57,Timestamp_1,_52,47.39
MoldingMachine_57,Timestamp_1,_53,9.0
MoldingMachine_57,Timestamp_1,_54,6.5
MoldingMachine_57,Timestamp_1,_55,19.91
MoldingMachine_57,Timestamp_1,_56,32.2
MoldingMachine_57,Timestamp_1,_57,56.17
MoldingMachine_57,Timestamp_1,_58,85.36
MoldingMachine_57,Timestamp_1,_59,10.17
MoldingMachine_57,Timestamp_1,_60,66.83
MoldingMachine_57,Timestamp_1,_61,91.93
MoldingMachine_57,Timestamp_1,_62,2.88
MoldingMachine_57,Timestamp_1,_63,86.55
MoldingMachine_57,Timestamp_1,_64,82.82
MoldingMachine_57,Timestamp_1,_65,3.01
MoldingMachine_57,Timestamp_1,_66,2123.7
MoldingMachine_57,Timestamp_1,_67,736.75
MoldingMachine_57,Timestamp_1,_68,16.07
MoldingMachine_57,Timestamp_1,_69,78.03
MoldingMachine_57,Timestamp_1,_70,66.73
MoldingMachine_57,Timestamp_1,_71,33.84
MoldingMachine_57,Timestamp_1,_72,79.17
MoldingMachine_57,Timestamp_1,_73,12.36
MoldingMachine_57,Timestamp_1,_74,34.36
MoldingMachine_57,Timestamp_1,_75,6.0
MoldingMachine_57,Timestamp_1,_76,31.18
MoldingMachine_57,Timestamp_1,_77,1334.24
MoldingMachine_57,Timestamp_1,_78,0.0
MoldingMachine_57,Timestamp_1,_79,2.37
MoldingMachine_57,Timestamp_1,_80,-0.76
MoldingMachine_57,Timestamp_1,_81,20.71
MoldingMachine_57,Timestamp_1,_82,1.23
MoldingMachine_57,Timestamp_1,_83,2.37
MoldingMachine_57,Timestamp_1,_84,55.0
MoldingMachine_57,Timestamp_1,_85,15.81
MoldingMachine_57,Timestamp_1,_86,36.57
MoldingMachine_57,Timestamp_1,_87,0.0
MoldingMachine_57,Timestamp_1,_88,33.79
MoldingMachine_57,Timestamp_1,_89,271.16
MoldingMachine_57,Timestamp_1,_90,1210.47
MoldingMachine_57,Timestamp_1,_91,42.95
MoldingMachine_57,Timestamp_1,_92,76.69
MoldingMachine_57,Timestamp_1,_93,47.37
MoldingMachine_57,Timestamp_1,_94,75.7
MoldingMachine_57,Timestamp_1,_95,84.57
MoldingMachine_57,Timestamp_1,_96,16.01
MoldingMachine_57,Timestamp_1,_97,12.62
MoldingMachine_57,Timestamp_1,_98,841.12
MoldingMachine_57,Timestamp_1,_99,3352.78
MoldingMachine_57,Timestamp_1,_100,6.12
MoldingMachine_57,Timestamp_1,_101,1400.0
MoldingMachine_57,Timestamp_1,_102,1.49
MoldingMachine_57,Timestamp_1,_103,39.56
MoldingMachine_57,Timestamp_1,_105,0.49
MoldingMachine_57,Timestamp_1,_106,1.32
MoldingMachine_57,Timestamp_1,_107,45.0
MoldingMachine_57,Timestamp_1,_108,41.36
MoldingMachine_57,Timestamp_1,_109,55.97
MoldingMachine_57,Timestamp_1,_110,45.0
MoldingMachine_57,Timestamp_1,_111,2.51
MoldingMachine_57,Timestamp_1,_112,78.67
MoldingMachine_57,Timestamp_1,_113,28.76
MoldingMachine_57,Timestamp_1,_114,91.2
MoldingMachine_57,Timestamp_1,_115,43.14
MoldingMachine_57,Timestamp_1,_116,7.66
MoldingMachine_57,Timestamp_1,_117,78.09
MoldingMachine_57,Timestamp_1,_118,63.7
MoldingMachine_57,Timestamp_1,_119,81.88
MoldingMachine_57,Timestamp_2,_3,6761.69
MoldingMachine_57,Timestamp_2,_4,1030.47
MoldingMachine_57,Timestamp_2,_5,594.86
MoldingMachine_57,Timestamp_2,_6,3276.0
MoldingMachine_57,Timestamp_2,_7,0.03
MoldingMachine_57,Timestamp_2,_8,300.1
MoldingMachine_57,Timestamp_2,_9,-0.0
MoldingMachine_57,Timestamp_2,_10,10.07
MoldingMachine_57,Timestamp_2,_11,13.87
