Machine_59,Timestamp_0,_59_5,1483232401,4215.07,3,0.005
Machine_59,Timestamp_0,_59_6,1483232401,710.77,10,0.005
Machine_59,Timestamp_0,_59_7,1483232401,3276.0,3,0.005
Machine_59,Timestamp_0,_59_8,1483232401,450.57,10,0.005
Machine_59,Timestamp_0,_59_9,1483232401,157.69,10,0.005
Machine_59,Timestamp_0,_59_10,1483232401,0.0,2,0.005
Machine_59,Timestamp_0,_59_11,1483232401,9.44,7,0.005
Machine_59,Timestamp_0,_59_12,1483232401,14.98,10,0.005
Machine_59,Timestamp_0,_59_13,1483232401,1.31,10,0.005
Machine_59,Timestamp_0,_59_14,1483232401,30.56,10,0.005
Machine_59,Timestamp_0,_59_16,1483232401,0.0,2,0.005
Machine_59,Timestamp_0,_59_18,1483232401,0.0,2,0.005
Machine_59,Timestamp_0,_59_19,1483232401,0.0,2,0.005
Machine_59,Timestamp_0,_59_21,1483232401,1.0,2,0.005
Machine_59,Timestamp_0,_59_22,1483232401,-0.05,1,0.005
Machine_59,Timestamp_0,_59_26,1483232401,1.16,2,0.005
Machine_59,Timestamp_0,_59_28,1483232401,0.58,4,0.005
Machine_59,Timestamp_0,_59_30,1483232401,0.43,7,0.005
Machine_59,Timestamp_0,_59_31,1483232401,0.1,10,0.005
Machine_59,Timestamp_0,_59_32,1483232401,1.2,3,0.005
Machine_59,Timestamp_0,_59_33,1483232401,272.0,7,0.005
Machine_59,Timestamp_0,_59_34,1483232401,267.74,8,0.005
Machine_59,Timestamp_0,_59_35,1483232401,255.0,7,0.005
Machine_59,Timestamp_0,_59_36,1483232401,261.0,4,0.005
Machine_59,Timestamp_0,_59_37,1483232401,19.9,7,0.005
Machine_59,Timestamp_0,_59_38,1483232401,33.74,10,0.005
Machine_59,Timestamp_0,_59_39,1483232401,0.0,10,0.005
Machine_59,Timestamp_0,_59_41,1483232401,0.0,4,0.005
Machine_59,Timestamp_0,_59_47,1483232401,600.63,4,0.005
Machine_59,Timestamp_0,_59_48,1483232401,1632.64,1,0.005
Machine_59,Timestamp_0,_59_54,1483232401,8.5,6,0.005
Machine_59,Timestamp_0,_59_55,1483232401,11.0,8,0.005
Machine_59,Timestamp_0,_59_57,1483232401,34.11,1,0.005
Machine_59,Timestamp_0,_59_66,1483232401,6.2,4,0.005
Machine_59,Timestamp_0,_59_71,1483232401,64.93,7,0.005
Machine_59,Timestamp_0,_59_72,1483232401,28.96,1,0.005
Machine_59,Timestamp_0,_59_74,1483232401,12.36,10,0.005
Machine_59,Timestamp_0,_59_75,1483232401,31.89,1,0.005
Machine_59,Timestamp_0,_59_76,1483232401,5.9,4,0.005
Machine_59,Timestamp_0,_59_78,1483232401,1433.38,10,0.005
Machine_59,Timestamp_0,_59_79,1483232401,0.0,5,0.005
Machine_59,Timestamp_0,_59_83,1483232401,1.24,3,0.005
Machine_59,Timestamp_0,_59_84,1483232401,5.74,10,0.005
Machine_59,Timestamp_0,_59_85,1483232401,56.0,4,0.005
Machine_59,Timestamp_0,_59_102,1483232401,1370.0,7,0.005
Machine_59,Timestamp_0,_59_103,1483232401,0.0,10,0.005
Machine_59,Timestamp_0,_59_104,1483232401,40.59,1,0.005
